"IDX_REPORTE","FECHA_REPORTE_C","SEXO","ESTADO_CIVIL","NIVEL_EDUCATIVO","ESTADO","EDAD_C","EDAD_G","ESTADO_CIVIL_G","NIVEL_EDUCATIVO_G","ANIO_REPORTE","FLAG"
"16-084061-0","2023-06-01","Mujer","Soltera","Secundaria","Sonora",19,"Juventud","Soltera","Medio",2023,0
"16-084062-0","2021-08-18","Hombre","Soltera","Secundaria","San Luis Potosí",15,"Adolescencia","Soltera","Medio",2021,0
"16-084064-0","2019-12-18","Hombre","Soltera","Secundaria","Ciudad de México",17,"Adolescencia","Soltera","Medio",2019,0
"16-084065-0","2018-09-02","Hombre","Soltera","Primaria","Sinaloa",49,"Adultez","Soltera","Basico",2018,0
"16-084069-0","2018-07-06","Hombre","Soltera","Primaria","Sinaloa",22,"Juventud","Soltera","Basico",2018,0
"16-084077-0",NA,"Hombre","Soltera","Primaria","Veracruz de Ignacio de la Llave",13,"Adolescencia","Soltera","Basico",NA,0
"16-084097-0","2019-03-13","Hombre","Casada","Preparatoria","Ciudad de México",60,"Adultez","Relacion","Medio",2019,0
"16-084126-0",NA,"Hombre","Soltera","Licenciatura","Portal",29,"Juventud","Soltera","Superior",NA,0
"16-084129-0",NA,"Mujer","Casada","Primaria","Portal",56,"Adultez","Relacion","Basico",NA,0
"16-084134-0",NA,"Mujer","Soltera","Primaria","Veracruz de Ignacio de la Llave",17,"Adolescencia","Soltera","Basico",NA,0
"16-084155-0","2019-12-14","Hombre","Casada","Secundaria","Ciudad de México",68,"Adultez Mayor","Relacion","Medio",2019,0
"16-084160-0",NA,"Hombre","Separada","Secundaria","Portal",51,"Adultez","Separada/Divorciada","Medio",NA,0
"16-084168-0","2023-06-12","Mujer","Soltera","Secundaria","Michoacán de Ocampo",54,"Adultez","Soltera","Medio",2023,0
"16-084177-0","2021-05-28","Hombre","Soltera","Preparatoria","México",50,"Adultez","Soltera","Medio",2021,0
"16-084178-0",NA,"Hombre","Soltera","Preparatoria","Portal",23,"Juventud","Soltera","Medio",NA,0
"16-084212-0",NA,"Hombre","Union libre","Secundaria","Portal",21,"Juventud","Relacion","Medio",NA,0
"16-084233-0",NA,"Hombre","Soltera","Secundaria","Portal",15,"Adolescencia","Soltera","Medio",NA,0
"16-084250-0",NA,"Hombre","Soltera","Licenciatura","Portal",35,"Adultez","Soltera","Superior",NA,0
"16-084278-0",NA,"Mujer","Soltera","Tecnico","Ciudad de México",19,"Juventud","Soltera","Desconocido",NA,0
"16-084282-0","2019-09-13","Hombre","Casada","Secundaria","Michoacán de Ocampo",53,"Adultez","Relacion","Medio",2019,0
"16-084290-0","2023-06-12","Mujer","Union libre","Secundaria","Michoacán de Ocampo",37,"Adultez","Relacion","Medio",2023,0
"16-084294-0","2021-02-15","Hombre","Soltera","Preparatoria","Tabasco",39,"Adultez","Soltera","Medio",2021,0
"16-084302-0",NA,"Mujer","Soltera","Preparatoria","Portal",17,"Adolescencia","Soltera","Medio",NA,0
"16-084314-0","2021-07-14","Hombre","Casada","Licenciatura","México",44,"Adultez","Relacion","Superior",2021,0
"16-084319-0",NA,"Hombre","Soltera","Primaria","Portal",39,"Adultez","Soltera","Basico",NA,0
"16-084333-0",NA,"Mujer","Viuda","Primaria","Coahuila de Zaragoza",60,"Adultez","Desconocido","Basico",NA,0
"16-084334-0",NA,"Hombre","Soltera","Preparatoria","Veracruz de Ignacio de la Llave",24,"Juventud","Soltera","Medio",NA,0
"16-084339-1","2021-10-02","Hombre","Union libre","Secundaria","Puebla",28,"Juventud","Relacion","Medio",2021,0
"16-084360-0","2021-02-22","Hombre","Casada","Primaria","Sonora",30,"Juventud","Relacion","Basico",2021,0
"16-084374-0","2020-06-17","Mujer","Separada","Preparatoria","Guanajuato",31,"Adultez","Separada/Divorciada","Medio",2020,0
"16-084389-0",NA,"Hombre","Casada","Secundaria","Portal",50,"Adultez","Relacion","Medio",NA,0
"16-084399-0","2020-08-03","Mujer","Soltera","Secundaria","Baja California Sur",23,"Juventud","Soltera","Medio",2020,0
"16-084418-0",NA,"Mujer","Soltera","Preparatoria","Portal",18,"Adolescencia","Soltera","Medio",NA,0
"16-084420-0","2021-01-09","Hombre","Soltera","Primaria","México",16,"Adolescencia","Soltera","Basico",2021,0
"16-084423-0","2023-03-31","Mujer","Soltera","Preparatoria","Zacatecas",16,"Adolescencia","Soltera","Medio",2023,0
"16-084439-0",NA,"Mujer","Soltera","Secundaria","Portal",26,"Juventud","Soltera","Medio",NA,0
"16-084452-0",NA,"Hombre","Casada","Secundaria","Portal",37,"Adultez","Relacion","Medio",NA,0
"16-084463-0","2021-05-26","Hombre","Union libre","Secundaria","Zacatecas",21,"Juventud","Relacion","Medio",2021,0
"16-084465-0","2022-07-11","Hombre","Soltera","Preparatoria","Zacatecas",18,"Adolescencia","Soltera","Medio",2022,0
"16-084482-0","2023-02-24","Hombre","Soltera","Primaria","Michoacán de Ocampo",46,"Adultez","Soltera","Basico",2023,0
"16-084487-0","2023-07-27","Mujer","Soltera","Preparatoria","México",16,"Adolescencia","Soltera","Medio",2023,0
"16-084500-0","2019-12-16","Hombre","Soltera","Secundaria","Ciudad de México",21,"Juventud","Soltera","Medio",2019,0
"16-084511-0","2017-07-20","Hombre","Union libre","Preparatoria","Portal",31,"Adultez","Relacion","Medio",2017,0
"16-084513-0","2022-06-28","Hombre","Union libre","Secundaria","San Luis Potosí",40,"Adultez","Relacion","Medio",2022,0
"16-084518-0","2019-08-14","Hombre","Soltera","Tecnico","Sinaloa",37,"Adultez","Soltera","Desconocido",2019,0
"16-084521-0","2020-07-07","Hombre","Soltera","Tecnico","San Luis Potosí",42,"Adultez","Soltera","Desconocido",2020,0
"16-084521-1",NA,"Hombre","Union libre","Tecnico","Portal",40,"Adultez","Relacion","Desconocido",NA,0
"16-084525-0","2023-02-13","Mujer","Union libre","Secundaria","Querétaro",31,"Adultez","Relacion","Medio",2023,0
"16-084533-0","2021-09-19","Hombre","Casada","Preparatoria","Portal",30,"Juventud","Relacion","Medio",2021,0
"16-084548-0","2023-04-23","Hombre","Soltera","Primaria","Michoacán de Ocampo",26,"Juventud","Soltera","Basico",2023,0
"16-084557-0","2019-03-20","Hombre","Casada","Primaria","Ciudad de México",73,"Adultez Mayor","Relacion","Basico",2019,0
"16-084559-0","2023-07-28","Mujer","Soltera","Preparatoria","Puebla",16,"Adolescencia","Soltera","Medio",2023,0
"16-084563-0","2022-03-06","Hombre","Soltera","Primaria","Ciudad de México",15,"Adolescencia","Soltera","Basico",2022,0
"16-084567-0",NA,"Hombre","Soltera","Preparatoria","Portal",35,"Adultez","Soltera","Medio",NA,0
"16-084572-0",NA,"Hombre","Separada","Secundaria","Portal",45,"Adultez","Separada/Divorciada","Medio",NA,0
"16-084592-1",NA,"Hombre","Casada","Preparatoria","Portal",31,"Adultez","Relacion","Medio",NA,0
"16-084607-0",NA,"Hombre","Viuda","Primaria","Portal",54,"Adultez","Desconocido","Basico",NA,0
"16-084637-0","2023-05-29","Hombre","Soltera","Primaria","Guerrero",24,"Juventud","Soltera","Basico",2023,0
"16-084648-0","2021-08-21","Hombre","Soltera","Preparatoria","Oaxaca",28,"Juventud","Soltera","Medio",2021,0
"16-084651-0","2023-06-05","Hombre","Soltera","Secundaria","Zacatecas",35,"Adultez","Soltera","Medio",2023,0
"16-084655-0",NA,"Hombre","Casada","Secundaria","Baja California Sur",41,"Adultez","Relacion","Medio",NA,0
"16-084660-0","2019-12-11","Hombre","Soltera","Preparatoria","Ciudad de México",31,"Adultez","Soltera","Medio",2019,0
"16-084677-0",NA,"Hombre","Union libre","Secundaria","Sinaloa",38,"Adultez","Relacion","Medio",NA,0
"16-084688-0","2021-10-04","Hombre","Soltera","Secundaria","México",27,"Juventud","Soltera","Medio",2021,0
"16-084701-0","2023-01-23","Hombre","Soltera","Sin escolaridad","Michoacán de Ocampo",22,"Juventud","Soltera","Desconocido",2023,0
"16-084705-0","2018-11-16","Hombre","Casada","Secundaria","Sinaloa",41,"Adultez","Relacion","Medio",2018,0
"16-084706-0",NA,"Hombre","Concubina","Preparatoria","Portal",39,"Adultez","Relacion","Medio",NA,0
"16-084709-0","2022-08-04","Hombre","Casada","Sin escolaridad","Sinaloa",56,"Adultez","Relacion","Desconocido",2022,0
"16-084713-0","2023-07-23","Hombre","Casada","Sin escolaridad","Sinaloa",83,"Adultez Mayor","Relacion","Desconocido",2023,0
"16-084719-0","2013-12-27","Mujer","Union libre","Secundaria","Nuevo León",44,"Adultez","Relacion","Medio",2013,0
"16-084739-0",NA,"Mujer","Soltera","Primaria","Ciudad de México",28,"Juventud","Soltera","Basico",NA,0
"16-084742-0","2019-02-21","Mujer","Concubina","Primaria","Ciudad de México",18,"Adolescencia","Relacion","Basico",2019,0
"16-084745-0","2019-03-25","Hombre","Casada","Secundaria","Ciudad de México",48,"Adultez","Relacion","Medio",2019,0
"16-084750-0","2022-05-21","Hombre","Casada","Secundaria","Veracruz de Ignacio de la Llave",35,"Adultez","Relacion","Medio",2022,0
"16-084751-0",NA,"Mujer","Union libre","Secundaria","Portal",21,"Juventud","Relacion","Medio",NA,0
"16-084765-0","2022-04-22","Hombre","Concubina","Secundaria","Guerrero",45,"Adultez","Relacion","Medio",2022,0
"16-084770-0","2020-09-03","Hombre","Concubina","Preparatoria","Ciudad de México",72,"Adultez Mayor","Relacion","Medio",2020,0
"16-084786-0","2022-11-04","Hombre","Casada","Primaria","Sinaloa",26,"Juventud","Relacion","Basico",2022,0
"16-084786-1","2018-11-09","Hombre","Soltera","Secundaria","Sinaloa",26,"Juventud","Soltera","Medio",2018,0
"16-084789-0","2020-08-27","Hombre","Casada","Primaria","Zacatecas",73,"Adultez Mayor","Relacion","Basico",2020,0
"16-084800-0",NA,"Mujer","Soltera","Secundaria","Portal",25,"Juventud","Soltera","Medio",NA,0
"16-084804-0",NA,"Mujer","Soltera","Maternal","Portal",2,"Niñez","Soltera","Desconocido",NA,0
"16-084830-0","2018-07-10","Hombre","Soltera","Secundaria","Guanajuato",31,"Adultez","Soltera","Medio",2018,0
"16-084836-0","2018-09-13","Hombre","Union libre","Primaria","Sinaloa",27,"Juventud","Relacion","Basico",2018,0
"16-084846-0","2023-03-23","Hombre","Casada","Preparatoria","Michoacán de Ocampo",58,"Adultez","Relacion","Medio",2023,0
"16-084848-0","2019-04-17","Hombre","Soltera","Secundaria","Sinaloa",23,"Juventud","Soltera","Medio",2019,0
"16-084863-0",NA,"Hombre","Soltera","Preparatoria","Portal",29,"Juventud","Soltera","Medio",NA,0
"16-084885-0",NA,"Hombre","Soltera","Licenciatura","Ciudad de México",60,"Adultez","Soltera","Superior",NA,0
"16-084889-0",NA,"Mujer","Soltera","Secundaria","Portal",14,"Adolescencia","Soltera","Medio",NA,0
"16-084899-0",NA,"Hombre","Casada","Preparatoria","Veracruz de Ignacio de la Llave",61,"Adultez Mayor","Relacion","Medio",NA,0
"16-084919-0",NA,"Hombre","Viuda","Sin escolaridad","Portal",90,"Adultez Mayor","Desconocido","Desconocido",NA,0
"16-084923-0","2023-07-04","Hombre","Soltera","Primaria","Hidalgo",29,"Juventud","Soltera","Basico",2023,0
"16-084935-0","2021-08-03","Hombre","Soltera","Sin escolaridad","Oaxaca",19,"Juventud","Soltera","Desconocido",2021,0
"16-084943-0",NA,"Mujer","Separada","Primaria","Portal",22,"Juventud","Separada/Divorciada","Basico",NA,0
"16-084944-0",NA,"Mujer","Soltera","Preparatoria","Portal",34,"Adultez","Soltera","Medio",NA,0
"16-084959-0","2021-09-30","Hombre","Union libre","Preparatoria","Baja California Sur",36,"Adultez","Relacion","Medio",2021,0
"16-084974-0","2020-11-06","Mujer","Soltera","Preparatoria","Ciudad de México",15,"Adolescencia","Soltera","Medio",2020,0
"16-084975-0","2022-10-10","Hombre","Casada","Primaria","Sinaloa",33,"Adultez","Relacion","Basico",2022,0
"16-084986-0","2020-06-12","Mujer","Soltera","Preparatoria","México",15,"Adolescencia","Soltera","Medio",2020,0
"16-084997-0","2021-01-05","Hombre","Soltera","Licenciatura","México",19,"Juventud","Soltera","Superior",2021,0
"16-084998-0",NA,"Hombre","Soltera","Secundaria","Veracruz de Ignacio de la Llave",14,"Adolescencia","Soltera","Medio",NA,0
"16-085003-0","2011-03-01","Hombre","Soltera","Preparatoria","México",23,"Juventud","Soltera","Medio",2011,0
"16-085006-0","2018-11-22","Mujer","Separada","Licenciatura","Guanajuato",39,"Adultez","Separada/Divorciada","Superior",2018,0
"16-085007-0",NA,"Hombre","Union libre","Secundaria","Portal",23,"Juventud","Relacion","Medio",NA,0
"16-085009-0","2022-08-24","Mujer","Viuda","Preparatoria","Oaxaca",42,"Adultez","Desconocido","Medio",2022,0
"16-085015-0","2023-07-05","Hombre","Soltera","Preescolar","México",5,"Niñez","Soltera","Basico",2023,0
"16-085016-0",NA,"Hombre","Soltera","Preparatoria","Chihuahua",28,"Juventud","Soltera","Medio",NA,0
"16-085043-0",NA,"Hombre","Casada","Secundaria","Portal",42,"Adultez","Relacion","Medio",NA,0
"16-085048-0","2022-09-19","Hombre","Soltera","Secundaria","Zacatecas",27,"Juventud","Soltera","Medio",2022,0
"16-085052-0",NA,"Hombre","Soltera","Primaria","Veracruz de Ignacio de la Llave",41,"Adultez","Soltera","Basico",NA,0
"16-085055-0","2019-02-14","Hombre","Soltera","Primaria","Ciudad de México",10,"Niñez","Soltera","Basico",2019,0
"16-085064-0",NA,"Hombre","Casada","Primaria","Portal",48,"Adultez","Relacion","Basico",NA,0
"16-085108-0","2023-05-11","Hombre","Union libre","Secundaria","Baja California Sur",43,"Adultez","Relacion","Medio",2023,0
"16-085114-0","2023-07-10","Hombre","Soltera","Secundaria","Sinaloa",44,"Adultez","Soltera","Medio",2023,0
"16-085139-0","2020-01-15","Hombre","Soltera","Primaria","Guanajuato",18,"Adolescencia","Soltera","Basico",2020,0
"16-085140-0","2022-12-03","Hombre","Soltera","Secundaria","Ciudad de México",49,"Adultez","Soltera","Medio",2022,0
"16-085143-0",NA,"Hombre","Union libre","Profesional tecnico","Portal",38,"Adultez","Relacion","Desconocido",NA,0
"16-085165-0",NA,"Hombre","Soltera","Preparatoria","Portal",26,"Juventud","Soltera","Medio",NA,0
"16-085168-0","2020-01-14","Hombre","Casada","Preparatoria","Baja California Sur",45,"Adultez","Relacion","Medio",2020,0
"16-085169-0",NA,"Hombre","Union libre","Secundaria","Sinaloa",33,"Adultez","Relacion","Medio",NA,0
"16-085176-0",NA,"Hombre","Soltera","Secundaria","Veracruz de Ignacio de la Llave",29,"Juventud","Soltera","Medio",NA,0
"16-085182-0",NA,"Hombre","Soltera","Secundaria","Portal",70,"Adultez Mayor","Soltera","Medio",NA,0
"16-085183-0","2022-07-28","Mujer","Soltera","Secundaria","Portal",53,"Adultez","Soltera","Medio",2022,0
"16-085186-0",NA,"Hombre","Casada","Preparatoria","Portal",37,"Adultez","Relacion","Medio",NA,0
"16-085189-0",NA,"Mujer","Soltera","Primaria","Portal",16,"Adolescencia","Soltera","Basico",NA,0
"16-085190-0",NA,"Mujer","Soltera","Secundaria","Chihuahua",15,"Adolescencia","Soltera","Medio",NA,0
"16-085198-0","2022-09-20","Hombre","Casada","Primaria","Guerrero",28,"Juventud","Relacion","Basico",2022,0
"16-085212-0",NA,"Hombre","Soltera","Preparatoria","Portal",23,"Juventud","Soltera","Medio",NA,0
"16-085217-0",NA,"Hombre","Soltera","Preparatoria","Portal",23,"Juventud","Soltera","Medio",NA,0
"16-085224-0",NA,"Hombre","Casada","Secundaria","Chihuahua",45,"Adultez","Relacion","Medio",NA,0
"16-085225-0","2019-02-26","Hombre","Soltera","Secundaria","Ciudad de México",62,"Adultez Mayor","Soltera","Medio",2019,0
"16-085231-0","2018-09-01","Hombre","Soltera","Primaria","Querétaro",10,"Niñez","Soltera","Basico",2018,0
"16-085253-0","2021-10-14","Hombre","Soltera","Secundaria","Guerrero",24,"Juventud","Soltera","Medio",2021,0
"16-085262-0","2022-12-02","Hombre","Soltera","Secundaria","Michoacán de Ocampo",13,"Adolescencia","Soltera","Medio",2022,0
"16-085290-0","2023-02-01","Hombre","Casada","Primaria","Portal",50,"Adultez","Relacion","Basico",2023,0
"16-085306-0",NA,"Mujer","Divorciada","Licenciatura","Portal",25,"Juventud","Separada/Divorciada","Superior",NA,0
"16-085309-0",NA,"Hombre","Soltera","Secundaria","Veracruz de Ignacio de la Llave",25,"Juventud","Soltera","Medio",NA,0
"16-085310-0","2021-09-03","Hombre","Soltera","Primaria","México",9,"Niñez","Soltera","Basico",2021,0
"16-085326-0",NA,"Hombre","Union libre","Tecnico","Portal",45,"Adultez","Relacion","Desconocido",NA,0
"16-085327-0","2022-09-30","Hombre","Casada","Secundaria","Portal",28,"Juventud","Relacion","Medio",2022,0
"16-085328-0","2022-05-19","Hombre","Soltera","Primaria","Puebla",18,"Adolescencia","Soltera","Basico",2022,0
"16-085330-0","2021-04-15","Hombre","Soltera","Secundaria","Zacatecas",26,"Juventud","Soltera","Medio",2021,0
"16-085341-0","2023-07-25","Hombre","Soltera","Preparatoria","Michoacán de Ocampo",25,"Juventud","Soltera","Medio",2023,0
"16-085347-0",NA,"Hombre","Union libre","Secundaria","Portal",31,"Adultez","Relacion","Medio",NA,0
"16-085353-0","2021-01-04","Mujer","Soltera","Secundaria","México",37,"Adultez","Soltera","Medio",2021,0
"16-085369-0",NA,"Hombre","Soltera","Secundaria","Portal",30,"Juventud","Soltera","Medio",NA,0
"16-085374-0",NA,"Hombre","Soltera","Preparatoria","Nuevo León",16,"Adolescencia","Soltera","Medio",NA,0
"16-085413-0",NA,"Hombre","Casada","Secundaria","Portal",42,"Adultez","Relacion","Medio",NA,0
"16-085445-0","2022-09-27","Hombre","Soltera","Primaria","Ciudad de México",22,"Juventud","Soltera","Basico",2022,0
"16-085446-0","2011-09-19","Hombre","Soltera","Secundaria","México",18,"Adolescencia","Soltera","Medio",2011,0
"16-085448-0",NA,"Hombre","Casada","Preparatoria","Portal",30,"Juventud","Relacion","Medio",NA,0
"16-085450-0","2010-12-13","Hombre","Casada","Secundaria","México",86,"Adultez Mayor","Relacion","Medio",2010,0
"16-085453-0","2023-02-10","Hombre","Union libre","Primaria","Puebla",25,"Juventud","Relacion","Basico",2023,0
"16-085475-0","2019-03-12","Hombre","Soltera","Secundaria","Ciudad de México",31,"Adultez","Soltera","Medio",2019,0
"16-085497-0",NA,"Hombre","Soltera","Secundaria","Portal",28,"Juventud","Soltera","Medio",NA,0
"16-085506-0",NA,"Hombre","Soltera","Secundaria","Veracruz de Ignacio de la Llave",31,"Adultez","Soltera","Medio",NA,0
"16-085507-0","2021-01-29","Hombre","Union libre","Secundaria","México",37,"Adultez","Relacion","Medio",2021,0
"16-085515-0",NA,"Hombre","Separada","Secundaria","Portal",22,"Juventud","Separada/Divorciada","Medio",NA,0
"16-085519-0",NA,"Hombre","Casada","Secundaria","Portal",32,"Adultez","Relacion","Medio",NA,0
"16-085565-0","2023-07-23","Mujer","Soltera","Secundaria","México",14,"Adolescencia","Soltera","Medio",2023,0
"16-085609-0","2022-11-03","Hombre","Union libre","Preparatoria","Zacatecas",22,"Juventud","Relacion","Medio",2022,0
"16-085619-0","2023-06-24","Hombre","Soltera","Secundaria","Zacatecas",22,"Juventud","Soltera","Medio",2023,0
"16-085626-0","2022-11-22","Hombre","Soltera","Tecnico","Ciudad de México",22,"Juventud","Soltera","Desconocido",2022,0
"16-085626-1","2022-11-05","Hombre","Soltera","Preparatoria","Ciudad de México",22,"Juventud","Soltera","Medio",2022,0
"16-085627-0",NA,"Hombre","Separada","Preparatoria","Michoacán de Ocampo",44,"Adultez","Separada/Divorciada","Medio",NA,0
"16-085636-0",NA,"Mujer","Soltera","Licenciatura","Portal",26,"Juventud","Soltera","Superior",NA,0
"16-085638-0",NA,"Hombre","Casada","Primaria","Veracruz de Ignacio de la Llave",41,"Adultez","Relacion","Basico",NA,0
"16-085640-0","2023-03-02","Hombre","Soltera","Primaria","Zacatecas",21,"Juventud","Soltera","Basico",2023,0
"16-085646-1",NA,"Hombre","Soltera","Preparatoria","Portal",23,"Juventud","Soltera","Medio",NA,0
"16-085655-0","2023-06-14","Hombre","Union libre","Secundaria","Aguascalientes",17,"Adolescencia","Relacion","Medio",2023,0
"16-085661-0",NA,"Hombre","Soltera","Primaria","Portal",44,"Adultez","Soltera","Basico",NA,0
"16-085676-0",NA,"Hombre","Union libre","Tecnico","Nuevo León",28,"Juventud","Relacion","Desconocido",NA,0
"16-085700-0","2018-06-06","Hombre","Soltera","Preparatoria","Sinaloa",20,"Juventud","Soltera","Medio",2018,0
"16-085702-0","2019-09-23","Hombre","Soltera","Primaria","Sinaloa",28,"Juventud","Soltera","Basico",2019,0
"16-085710-0","2018-10-23","Hombre","Soltera","Preparatoria","Sinaloa",24,"Juventud","Soltera","Medio",2018,0
"16-085711-0",NA,"Mujer","Soltera","Preparatoria","Quintana Roo",29,"Juventud","Soltera","Medio",NA,0
"16-085729-0","2010-11-29","Mujer","Soltera","Secundaria","México",17,"Adolescencia","Soltera","Medio",2010,0
