"IDX_REPORTE","FECHA_REPORTE_C","SEXO","ESTADO_CIVIL","NIVEL_EDUCATIVO","ESTADO","EDAD_C","EDAD_G","ESTADO_CIVIL_G","NIVEL_EDUCATIVO_G","ANIO_REPORTE","FLAG"
"14-074527-0","2020-04-30","Hombre","Soltera","Preparatoria","Baja California Sur",38,"Adultez","Soltera","Medio",2020,0
"14-074542-0",NA,"Hombre","Union libre","Preparatoria","Veracruz de Ignacio de la Llave",38,"Adultez","Relacion","Medio",NA,0
"14-074544-0",NA,"Hombre","Casada","Primaria","Chihuahua",44,"Adultez","Relacion","Basico",NA,0
"14-074545-0",NA,"Hombre","Union libre","Secundaria","Veracruz de Ignacio de la Llave",19,"Juventud","Relacion","Medio",NA,0
"14-074551-0",NA,"Hombre","Soltera","Preparatoria","Portal",37,"Adultez","Soltera","Medio",NA,0
"14-074562-0","2021-10-02","Hombre","Soltera","Preparatoria","Portal",31,"Adultez","Soltera","Medio",2021,0
"14-074576-0","2020-02-14","Hombre","Soltera","Preparatoria","Guanajuato",20,"Juventud","Soltera","Medio",2020,0
"14-074586-0","2021-03-03","Mujer","Soltera","Primaria","Colima",15,"Adolescencia","Soltera","Basico",2021,0
"14-074588-0","2010-11-24","Hombre","Casada","Primaria","México",40,"Adultez","Relacion","Basico",2010,0
"14-074595-0",NA,"Hombre","Divorciada","Secundaria","Portal",41,"Adultez","Separada/Divorciada","Medio",NA,0
"14-074627-0","2020-11-01","Mujer","Soltera","Preparatoria","Ciudad de México",16,"Adolescencia","Soltera","Medio",2020,0
"14-074635-0","2023-04-28","Hombre","Soltera","Secundaria","Zacatecas",20,"Juventud","Soltera","Medio",2023,0
"14-074639-0","2023-08-02","Hombre","Soltera","Preparatoria","Sinaloa",32,"Adultez","Soltera","Medio",2023,0
"14-074658-0",NA,"Hombre","Casada","Tecnico","Portal",72,"Adultez Mayor","Relacion","Desconocido",NA,0
"14-074659-0","2019-03-15","Hombre","Soltera","Primaria","Ciudad de México",49,"Adultez","Soltera","Basico",2019,0
"14-074666-0",NA,"Hombre","Casada","Primaria","Portal",74,"Adultez Mayor","Relacion","Basico",NA,0
"14-074687-0","2013-05-24","Hombre","Casada","Preparatoria","Nacional",48,"Adultez","Relacion","Medio",2013,0
"14-074691-0",NA,"Mujer","Soltera","Secundaria","Veracruz de Ignacio de la Llave",22,"Juventud","Soltera","Medio",NA,0
"14-074697-0",NA,"Hombre","Soltera","Primaria","Veracruz de Ignacio de la Llave",66,"Adultez Mayor","Soltera","Basico",NA,0
"14-074700-0","2021-04-09","Hombre","Soltera","Secundaria","Baja California Sur",29,"Juventud","Soltera","Medio",2021,0
"14-074700-1","2021-01-25","Hombre","Soltera","Secundaria","Baja California Sur",29,"Juventud","Soltera","Medio",2021,0
"14-074703-0","2020-06-22","Hombre","Union libre","Secundaria","Querétaro",44,"Adultez","Relacion","Medio",2020,0
"14-074716-0",NA,"Mujer","Union libre","Preparatoria","Portal",30,"Juventud","Relacion","Medio",NA,0
"14-074727-0",NA,"Hombre","Union libre","Preparatoria","Nuevo León",24,"Juventud","Relacion","Medio",NA,0
"14-074738-0","2021-03-27","Hombre","Casada","Preparatoria","San Luis Potosí",37,"Adultez","Relacion","Medio",2021,0
"14-074763-0","2021-07-09","Hombre","Union libre","Secundaria","Sinaloa",43,"Adultez","Relacion","Medio",2021,0
"14-074767-0","2023-06-12","Hombre","Soltera","Secundaria","Ciudad de México",17,"Adolescencia","Soltera","Medio",2023,0
"14-074773-0","2018-08-14","Hombre","Soltera","Primaria","Sinaloa",38,"Adultez","Soltera","Basico",2018,0
"14-074812-0","2021-05-07","Mujer","Soltera","Primaria","México",16,"Adolescencia","Soltera","Basico",2021,0
"14-074816-0","2023-07-24","Hombre","Soltera","Primaria","México",30,"Juventud","Soltera","Basico",2023,0
"14-074820-0","2020-10-27","Hombre","Soltera","Primaria","Portal",33,"Adultez","Soltera","Basico",2020,0
"14-074823-0","2021-01-13","Hombre","Soltera","Preparatoria","Querétaro",22,"Juventud","Soltera","Medio",2021,0
"14-074824-1","2022-01-11","Hombre","Soltera","Primaria","Puebla",14,"Adolescencia","Soltera","Basico",2022,0
"14-074833-0","2023-05-12","Hombre","Casada","Preparatoria","Morelos",60,"Adultez","Relacion","Medio",2023,0
"14-074834-0",NA,"Hombre","Soltera","Primaria","Nuevo León",46,"Adultez","Soltera","Basico",NA,0
"14-074847-0","2021-02-28","Hombre","Soltera","Primaria","Portal",16,"Adolescencia","Soltera","Basico",2021,0
"14-074851-0",NA,"Hombre","Soltera","Sin escolaridad","Chihuahua",26,"Juventud","Soltera","Desconocido",NA,0
"14-074853-0","2019-06-12","Hombre","Soltera","Secundaria","Sinaloa",26,"Juventud","Soltera","Medio",2019,0
"14-074856-0",NA,"Hombre","Soltera","Primaria","Veracruz de Ignacio de la Llave",24,"Juventud","Soltera","Basico",NA,0
"14-074891-0","2023-05-01","Hombre","Casada","Licenciatura","Chiapas",33,"Adultez","Relacion","Superior",2023,0
"14-074907-0","2020-07-23","Hombre","Casada","Secundaria","Portal",36,"Adultez","Relacion","Medio",2020,0
"14-074913-0","2023-04-18","Hombre","Casada","Licenciatura","Michoacán de Ocampo",40,"Adultez","Relacion","Superior",2023,0
"14-074913-1","2023-06-06","Hombre","Casada","Licenciatura","Michoacán de Ocampo",60,"Adultez","Relacion","Superior",2023,0
"14-074924-0",NA,"Hombre","Casada","Preparatoria","Sinaloa",27,"Juventud","Relacion","Medio",NA,0
"14-074929-0",NA,"Mujer","Soltera","Licenciatura","Portal",86,"Adultez Mayor","Soltera","Superior",NA,0
"14-074930-0",NA,"Mujer","Divorciada","Preparatoria","Portal",39,"Adultez","Separada/Divorciada","Medio",NA,0
"14-074962-0",NA,"Hombre","Union libre","Secundaria","Veracruz de Ignacio de la Llave",24,"Juventud","Relacion","Medio",NA,0
"14-074970-0","2023-01-17","Mujer","Soltera","Primaria","Michoacán de Ocampo",38,"Adultez","Soltera","Basico",2023,0
"14-074997-0","2006-04-22","Hombre","Soltera","Secundaria","Sonora",44,"Adultez","Soltera","Medio",2006,0
"14-075010-0","2018-01-10","Hombre","Union libre","Primaria","Guanajuato",36,"Adultez","Relacion","Basico",2018,0
"14-075011-0",NA,"Hombre","Soltera","Primaria","Portal",18,"Adolescencia","Soltera","Basico",NA,0
"14-075016-0","2023-01-09","Hombre","Union libre","Primaria","Zacatecas",30,"Juventud","Relacion","Basico",2023,0
"14-075031-0","2022-11-28","Hombre","Casada","Secundaria","Michoacán de Ocampo",51,"Adultez","Relacion","Medio",2022,0
"14-075045-0",NA,"Hombre","Union libre","Primaria","Nuevo León",40,"Adultez","Relacion","Basico",NA,0
"14-075060-1","2019-10-31","Mujer","Soltera","Secundaria","Zacatecas",13,"Adolescencia","Soltera","Medio",2019,0
"14-075062-0",NA,"Hombre","Soltera","Primaria","Chihuahua",49,"Adultez","Soltera","Basico",NA,0
"14-075069-0",NA,"Hombre","Soltera","Maestria","Portal",34,"Adultez","Soltera","Superior",NA,0
"14-075070-0",NA,"Hombre","Casada","Licenciatura","Nacional",34,"Adultez","Relacion","Superior",NA,0
"14-075072-0","2020-02-17","Hombre","Soltera","Secundaria","Guanajuato",22,"Juventud","Soltera","Medio",2020,0
"14-075076-0",NA,"Mujer","Separada","Primaria","Portal",52,"Adultez","Separada/Divorciada","Basico",NA,0
"14-075077-0","2023-06-17","Hombre","Soltera","Secundaria","Portal",27,"Juventud","Soltera","Medio",2023,0
"14-075089-0",NA,"Hombre","Soltera","Preparatoria","Nacional",18,"Adolescencia","Soltera","Medio",NA,0
"14-075090-0","2020-02-11","Hombre","Soltera","Primaria","Puebla",57,"Adultez","Soltera","Basico",2020,0
"14-075096-0",NA,"Mujer","Soltera","Primaria","Portal",16,"Adolescencia","Soltera","Basico",NA,0
"14-075098-0",NA,"Mujer","Divorciada","Preparatoria","Portal",53,"Adultez","Separada/Divorciada","Medio",NA,0
"14-075100-0","2010-12-07","Hombre","Casada","Primaria","México",42,"Adultez","Relacion","Basico",2010,0
"14-075105-0","2022-05-29","Hombre","Separada","Secundaria","Portal",38,"Adultez","Separada/Divorciada","Medio",2022,0
"14-075115-0","2020-12-29","Hombre","Soltera","Secundaria","Durango",20,"Juventud","Soltera","Medio",2020,0
"14-075135-0",NA,"Hombre","Casada","Secundaria","Quintana Roo",48,"Adultez","Relacion","Medio",NA,0
"14-075137-0","2019-12-16","Hombre","Soltera","Preparatoria","Ciudad de México",44,"Adultez","Soltera","Medio",2019,0
"14-075140-0",NA,"Hombre","Soltera","Profesional tecnico","Portal",30,"Juventud","Soltera","Desconocido",NA,0
"14-075143-0","2022-04-07","Hombre","Soltera","Preparatoria","Guerrero",21,"Juventud","Soltera","Medio",2022,0
"14-075147-0","2023-07-11","Hombre","Soltera","Preparatoria","Michoacán de Ocampo",22,"Juventud","Soltera","Medio",2023,0
"14-075162-0","2022-08-09","Hombre","Union libre","Secundaria","Portal",27,"Juventud","Relacion","Medio",2022,0
"14-075168-0",NA,"Hombre","Viuda","Preparatoria","Veracruz de Ignacio de la Llave",31,"Adultez","Desconocido","Medio",NA,0
"14-075190-0","2023-01-23","Hombre","Soltera","Secundaria","Michoacán de Ocampo",49,"Adultez","Soltera","Medio",2023,0
"14-075201-0","2007-02-13","Hombre","Soltera","Licenciatura","Nacional",68,"Adultez Mayor","Soltera","Superior",2007,0
"14-075207-0","2019-11-06","Hombre","Soltera","Secundaria","Guanajuato",24,"Juventud","Soltera","Medio",2019,0
"14-075209-0",NA,"Hombre","Soltera","Secundaria","Veracruz de Ignacio de la Llave",55,"Adultez","Soltera","Medio",NA,0
"14-075211-0",NA,"Hombre","Soltera","Primaria","Portal",70,"Adultez Mayor","Soltera","Basico",NA,0
"14-075216-0",NA,"Mujer","Soltera","Preparatoria","Ciudad de México",20,"Juventud","Soltera","Medio",NA,0
"14-075233-0","2022-07-24","Hombre","Soltera","Secundaria","Guerrero",18,"Adolescencia","Soltera","Medio",2022,0
"14-075235-0","2022-08-10","Hombre","Soltera","Secundaria","Zacatecas",26,"Juventud","Soltera","Medio",2022,0
"14-075262-0","2022-10-13","Hombre","Soltera","Secundaria","Sinaloa",15,"Adolescencia","Soltera","Medio",2022,0
"14-075265-0",NA,"Hombre","Soltera","Primaria","Chihuahua",20,"Juventud","Soltera","Basico",NA,0
"14-075274-0",NA,"Hombre","Soltera","Primaria","Nuevo León",57,"Adultez","Soltera","Basico",NA,0
"14-075283-0","2019-02-08","Hombre","Soltera","Secundaria","Ciudad de México",27,"Juventud","Soltera","Medio",2019,0
"14-075295-0","2023-04-23","Hombre","Casada","Primaria","Guerrero",62,"Adultez Mayor","Relacion","Basico",2023,0
"14-075307-0","2013-04-17","Hombre","Casada","Licenciatura","Nacional",58,"Adultez","Relacion","Superior",2013,0
"14-075313-0",NA,"Hombre","Soltera","Licenciatura","Portal",51,"Adultez","Soltera","Superior",NA,0
"14-075327-0","2022-11-22","Hombre","Separada","Secundaria","Ciudad de México",45,"Adultez","Separada/Divorciada","Medio",2022,0
"14-075336-0","2015-01-07","Hombre","Union libre","Secundaria","Nacional",23,"Juventud","Relacion","Medio",2015,0
"14-075337-0",NA,"Hombre","Casada","Licenciatura","Portal",40,"Adultez","Relacion","Superior",NA,0
"14-075348-0","2019-02-25","Mujer","Soltera","Preparatoria","Ciudad de México",17,"Adolescencia","Soltera","Medio",2019,0
"14-075358-0",NA,"Hombre","Divorciada","Preparatoria","Portal",59,"Adultez","Separada/Divorciada","Medio",NA,0
"14-075370-0",NA,"Hombre","Soltera","Secundaria","Portal",52,"Adultez","Soltera","Medio",NA,0
"14-075390-0","2022-03-27","Hombre","Soltera","Preparatoria","Guerrero",31,"Adultez","Soltera","Medio",2022,0
"14-075398-0","2022-10-30","Hombre","Casada","Licenciatura","Michoacán de Ocampo",34,"Adultez","Relacion","Superior",2022,0
"14-075409-0","2021-09-06","Hombre","Soltera","Licenciatura","Sinaloa",23,"Juventud","Soltera","Superior",2021,0
"14-075409-1",NA,"Hombre","Soltera","Licenciatura","Sinaloa",23,"Juventud","Soltera","Superior",NA,0
"14-075415-0",NA,"Hombre","Soltera","Sin escolaridad","Guerrero",16,"Adolescencia","Soltera","Desconocido",NA,0
"14-075419-0","2021-12-10","Hombre","Soltera","Secundaria","Sinaloa",49,"Adultez","Soltera","Medio",2021,0
"14-075422-0","2019-02-01","Hombre","Soltera","Preparatoria","Ciudad de México",21,"Juventud","Soltera","Medio",2019,0
"14-075444-0","2022-10-06","Hombre","Soltera","Secundaria","Sinaloa",25,"Juventud","Soltera","Medio",2022,0
"14-075450-0","2021-08-20","Mujer","Soltera","Primaria","México",9,"Niñez","Soltera","Basico",2021,0
"14-075459-0",NA,"Hombre","Casada","Preparatoria","Veracruz de Ignacio de la Llave",43,"Adultez","Relacion","Medio",NA,0
"14-075468-0","2023-06-07","Hombre","Soltera","Secundaria","Hidalgo",39,"Adultez","Soltera","Medio",2023,0
"14-075471-0","2020-08-14","Hombre","Separada","Profesional tecnico","Portal",42,"Adultez","Separada/Divorciada","Desconocido",2020,0
"14-075483-0","2020-05-26","Mujer","Soltera","Preparatoria","México",44,"Adultez","Soltera","Medio",2020,0
"14-075485-0","2019-12-11","Hombre","Soltera","Primaria","Ciudad de México",28,"Juventud","Soltera","Basico",2019,0
"14-075493-0",NA,"Mujer","Soltera","Preparatoria","Portal",23,"Juventud","Soltera","Medio",NA,0
"14-075498-0","2022-08-22","Hombre","Union libre","Primaria","Zacatecas",42,"Adultez","Relacion","Basico",2022,0
"14-075501-0",NA,"Hombre","Soltera","Primaria","Veracruz de Ignacio de la Llave",19,"Juventud","Soltera","Basico",NA,0
"14-075509-0","2022-05-17","Hombre","Union libre","Secundaria","Nayarit",34,"Adultez","Relacion","Medio",2022,0
"14-075514-0","2022-12-05","Hombre","Union libre","Secundaria","Michoacán de Ocampo",16,"Adolescencia","Relacion","Medio",2022,0
"14-075517-0",NA,"Mujer","Soltera","Preparatoria","Portal",21,"Juventud","Soltera","Medio",NA,0
"14-075551-0","2020-04-09","Hombre","Union libre","Preparatoria","Guanajuato",31,"Adultez","Relacion","Medio",2020,0
"14-075553-0","2019-12-17","Hombre","Soltera","Primaria","Colima",51,"Adultez","Soltera","Basico",2019,0
"14-075563-0",NA,"Hombre","Union libre","Secundaria","Nuevo León",33,"Adultez","Relacion","Medio",NA,0
"14-075571-0","2020-03-26","Mujer","Soltera","Preparatoria","Guanajuato",28,"Juventud","Soltera","Medio",2020,0
"14-075573-0",NA,"Mujer","Union libre","Secundaria","Veracruz de Ignacio de la Llave",24,"Juventud","Relacion","Medio",NA,0
"14-075574-0","2020-06-17","Hombre","Soltera","Preescolar","Ciudad de México",4,"Niñez","Soltera","Basico",2020,0
"14-075582-0","2022-04-23","Mujer","Casada","Preparatoria","Ciudad de México",42,"Adultez","Relacion","Medio",2022,0
"14-075597-0","2023-06-24","Hombre","Soltera","Secundaria","Ciudad de México",51,"Adultez","Soltera","Medio",2023,0
"14-075604-0","2022-04-07","Hombre","Union libre","Primaria","Guerrero",27,"Juventud","Relacion","Basico",2022,0
"14-075607-0","2012-05-22","Hombre","Union libre","Primaria","México",23,"Juventud","Relacion","Basico",2012,0
"14-075609-0","2012-08-01","Hombre","Casada","Secundaria","México",33,"Adultez","Relacion","Medio",2012,0
"14-075611-0","2023-07-24","Mujer","Soltera","Secundaria","Chiapas",14,"Adolescencia","Soltera","Medio",2023,0
"14-075615-0",NA,"Mujer","Casada","Sin escolaridad","Portal",17,"Adolescencia","Relacion","Desconocido",NA,0
"14-075616-0","2018-10-08","Hombre","Soltera","Secundaria","Sinaloa",21,"Juventud","Soltera","Medio",2018,0
"14-075635-0","2019-12-18","Hombre","Soltera","Primaria","Ciudad de México",58,"Adultez","Soltera","Basico",2019,0
"14-075638-0","2023-06-12","Mujer","Soltera","Secundaria","Ciudad de México",13,"Adolescencia","Soltera","Medio",2023,0
"14-075652-1",NA,"Hombre","Soltera","Secundaria","Portal",30,"Juventud","Soltera","Medio",NA,0
"14-075675-0","2022-07-15","Hombre","Casada","Secundaria","Zacatecas",24,"Juventud","Relacion","Medio",2022,0
"14-075685-0","2019-07-29","Hombre","Casada","Licenciatura","Nacional",47,"Adultez","Relacion","Superior",2019,0
"14-075704-0",NA,"Hombre","Soltera","Secundaria","Portal",29,"Juventud","Soltera","Medio",NA,0
"14-075720-0","2020-09-17","Hombre","Soltera","Secundaria","Ciudad de México",43,"Adultez","Soltera","Medio",2020,0
"14-075728-0",NA,"Hombre","Union libre","Preparatoria","Sinaloa",36,"Adultez","Relacion","Medio",NA,0
"14-075732-0","2021-01-30","Hombre","Union libre","Primaria","Guerrero",21,"Juventud","Relacion","Basico",2021,0
"14-075736-0","2023-07-07","Hombre","Union libre","Primaria","Sinaloa",40,"Adultez","Relacion","Basico",2023,0
"14-075739-0","2022-01-21","Hombre","Casada","Secundaria","Guerrero",34,"Adultez","Relacion","Medio",2022,0
"14-075741-0","2019-09-29","Hombre","Soltera","Sin escolaridad","Guanajuato",18,"Adolescencia","Soltera","Desconocido",2019,0
"14-075744-0",NA,"Hombre","Casada","Licenciatura","Portal",40,"Adultez","Relacion","Superior",NA,0
"14-075774-0","2020-03-11","Hombre","Soltera","Sin escolaridad","Guanajuato",17,"Adolescencia","Soltera","Desconocido",2020,0
"14-075776-0","2020-12-20","Mujer","Soltera","Secundaria","México",16,"Adolescencia","Soltera","Medio",2020,0
"14-075782-0",NA,"Hombre","Casada","Secundaria","Portal",74,"Adultez Mayor","Relacion","Medio",NA,0
"14-075786-0","2022-12-02","Hombre","Union libre","Secundaria","Nacional",23,"Juventud","Relacion","Medio",2022,0
"14-075787-0","2021-07-14","Mujer","Union libre","Licenciatura","Querétaro",30,"Juventud","Relacion","Superior",2021,0
"14-075789-0",NA,"Hombre","Soltera","Secundaria","Chihuahua",55,"Adultez","Soltera","Medio",NA,0
"14-075796-0",NA,"Hombre","Soltera","Preparatoria","Portal",25,"Juventud","Soltera","Medio",NA,0
"14-075804-0","2020-10-05","Hombre","Soltera","Secundaria","Ciudad de México",14,"Adolescencia","Soltera","Medio",2020,0
"14-075812-0","2021-05-26","Hombre","Union libre","Primaria","Michoacán de Ocampo",25,"Juventud","Relacion","Basico",2021,0
"14-075851-0",NA,"Hombre","Soltera","Primaria","Chihuahua",16,"Adolescencia","Soltera","Basico",NA,0
"14-075852-0","2022-12-05","Mujer","Soltera","Secundaria","Puebla",17,"Adolescencia","Soltera","Medio",2022,0
"14-075855-0","2021-05-04","Mujer","Soltera","Secundaria","Zacatecas",14,"Adolescencia","Soltera","Medio",2021,0
"14-075856-0","2018-04-09","Hombre","Soltera","Primaria","Guanajuato",35,"Adultez","Soltera","Basico",2018,0
"14-075858-0","2021-08-04","Mujer","Union libre","Secundaria","México",43,"Adultez","Relacion","Medio",2021,0
"14-075859-0","2023-07-26","Hombre","Separada","Primaria","Sonora",35,"Adultez","Separada/Divorciada","Basico",2023,0
"14-075870-0","2016-06-30","Mujer","Casada","Licenciatura","Nacional",35,"Adultez","Relacion","Superior",2016,0
"14-075874-0","2022-05-17","Hombre","Union libre","Licenciatura","Veracruz de Ignacio de la Llave",48,"Adultez","Relacion","Superior",2022,0
"14-075878-0",NA,"Mujer","Soltera","Secundaria","Baja California Sur",21,"Juventud","Soltera","Medio",NA,0
"14-075885-0","2022-07-25","Mujer","Soltera","Secundaria","Chiapas",15,"Adolescencia","Soltera","Medio",2022,0
"14-075888-0","2020-01-15","Hombre","Concubina","Primaria","Zacatecas",52,"Adultez","Relacion","Basico",2020,0
"14-075902-0","2019-10-05","Hombre","Casada","Secundaria","Sinaloa",51,"Adultez","Relacion","Medio",2019,0
"14-075913-0","2020-10-14","Hombre","Soltera","Licenciatura","Nacional",32,"Adultez","Soltera","Superior",2020,0
"14-075918-0","2021-01-24","Hombre","Casada","Secundaria","México",49,"Adultez","Relacion","Medio",2021,0
"14-075934-0",NA,"Hombre","Casada","Primaria","Veracruz de Ignacio de la Llave",19,"Juventud","Relacion","Basico",NA,0
"14-075935-0",NA,"Hombre","Casada","Preparatoria","Portal",63,"Adultez Mayor","Relacion","Medio",NA,0
"14-075942-0",NA,"Hombre","Soltera","Secundaria","Veracruz de Ignacio de la Llave",42,"Adultez","Soltera","Medio",NA,0
"14-075946-0","2022-11-16","Mujer","Soltera","Secundaria","Guerrero",21,"Juventud","Soltera","Medio",2022,0
"14-075947-0","2022-11-29","Mujer","Soltera","Secundaria","Michoacán de Ocampo",41,"Adultez","Soltera","Medio",2022,0
"14-075948-0",NA,"Hombre","Soltera","Primaria","Ciudad de México",43,"Adultez","Soltera","Basico",NA,0
"14-075951-0","2023-06-30","Hombre","Soltera","Secundaria","Guerrero",36,"Adultez","Soltera","Medio",2023,0
"14-075953-0","2018-08-30","Mujer","Union libre","Preparatoria","Guanajuato",30,"Juventud","Relacion","Medio",2018,0
"14-075959-0","2021-09-03","Hombre","Soltera","Primaria","México",39,"Adultez","Soltera","Basico",2021,0
"14-075981-0","2022-03-27","Hombre","Soltera","Secundaria","Guerrero",26,"Juventud","Soltera","Medio",2022,0
"14-075982-0","2020-03-26","Hombre","Casada","Preparatoria","Guanajuato",40,"Adultez","Relacion","Medio",2020,0
"14-075983-0","2023-06-27","Mujer","Soltera","Secundaria","México",19,"Juventud","Soltera","Medio",2023,0
"14-075991-0","2022-11-29","Hombre","Soltera","Primaria","Ciudad de México",44,"Adultez","Soltera","Basico",2022,0
"14-075991-1","2022-11-29","Hombre","Soltera","Sin escolaridad","Ciudad de México",44,"Adultez","Soltera","Desconocido",2022,0
"14-076001-0","2021-01-13","Hombre","Union libre","Preparatoria","Querétaro",33,"Adultez","Relacion","Medio",2021,0
"14-076004-0","2020-11-27","Mujer","Soltera","Preparatoria","Ciudad de México",17,"Adolescencia","Soltera","Medio",2020,0
"14-076005-0","2023-07-07","Hombre","Soltera","Preparatoria","Michoacán de Ocampo",26,"Juventud","Soltera","Medio",2023,0
"14-076011-0",NA,"Hombre","Soltera","Secundaria","Portal",25,"Juventud","Soltera","Medio",NA,0
"14-076013-0","2022-08-12","Hombre","Soltera","Secundaria","Sinaloa",17,"Adolescencia","Soltera","Medio",2022,0
"14-076028-0","2023-01-26","Hombre","Union libre","Primaria","Guerrero",21,"Juventud","Relacion","Basico",2023,0
"14-076029-0","2017-12-12","Hombre","Casada","Secundaria","Sinaloa",61,"Adultez Mayor","Relacion","Medio",2017,0
"14-076034-0","2023-07-11","Mujer","Soltera","Secundaria","Ciudad de México",17,"Adolescencia","Soltera","Medio",2023,0
"14-076037-0","2021-08-17","Hombre","Soltera","Secundaria","Morelos",16,"Adolescencia","Soltera","Medio",2021,0
"14-076040-0","2022-12-29","Hombre","Separada","Preparatoria","Portal",55,"Adultez","Separada/Divorciada","Medio",2022,0
"14-076047-0","2020-10-11","Hombre","Concubina","Preparatoria","Guerrero",20,"Juventud","Relacion","Medio",2020,0
"14-076055-0","2021-10-28","Hombre","Union libre","Secundaria","México",36,"Adultez","Relacion","Medio",2021,0
"14-076075-0","2023-04-12","Hombre","Casada","Sin escolaridad","Sinaloa",53,"Adultez","Relacion","Desconocido",2023,0
"14-076100-0","2023-05-31","Hombre","Soltera","Primaria","Michoacán de Ocampo",35,"Adultez","Soltera","Basico",2023,0
"14-076105-0","2019-12-16","Hombre","Soltera","Primaria","Ciudad de México",17,"Adolescencia","Soltera","Basico",2019,0
"14-076111-0",NA,"Hombre","Soltera","Licenciatura","Portal",36,"Adultez","Soltera","Superior",NA,0
"14-076143-0",NA,"Hombre","Divorciada","Secundaria","Portal",39,"Adultez","Separada/Divorciada","Medio",NA,0
"14-076148-0","2017-09-06","Hombre","Casada","Primaria","Guanajuato",70,"Adultez Mayor","Relacion","Basico",2017,0
"14-076155-0","2023-04-28","Hombre","Union libre","Secundaria","Zacatecas",23,"Juventud","Relacion","Medio",2023,0
"14-076166-0","2021-03-20","Mujer","Soltera","Secundaria","México",30,"Juventud","Soltera","Medio",2021,0
"14-076183-0",NA,"Hombre","Casada","Secundaria","Veracruz de Ignacio de la Llave",38,"Adultez","Relacion","Medio",NA,0
"14-076211-0",NA,"Hombre","Soltera","Preparatoria","Nuevo León",39,"Adultez","Soltera","Medio",NA,0
"14-076225-0","2023-05-16","Hombre","Viuda","Secundaria","Michoacán de Ocampo",76,"Adultez Mayor","Desconocido","Medio",2023,0
"14-076229-0","2020-10-27","Hombre","Soltera","Primaria","Portal",63,"Adultez Mayor","Soltera","Basico",2020,0
"14-076233-0","2021-08-10","Hombre","Casada","Sin escolaridad","México",75,"Adultez Mayor","Relacion","Desconocido",2021,0
"14-076235-0","2023-03-10","Hombre","Union libre","Primaria","Zacatecas",46,"Adultez","Relacion","Basico",2023,0
"14-076241-0","2018-09-08","Hombre","Separada","Secundaria","Sinaloa",46,"Adultez","Separada/Divorciada","Medio",2018,0
"14-076242-0","2022-11-23","Hombre","Union libre","Primaria","Querétaro",45,"Adultez","Relacion","Basico",2022,0
"14-076268-0",NA,"Hombre","Casada","Secundaria","Nuevo León",33,"Adultez","Relacion","Medio",NA,0
"14-076270-0",NA,"Hombre","Casada","Secundaria","Chihuahua",27,"Juventud","Relacion","Medio",NA,0
"14-076287-0","2021-04-01","Hombre","Soltera","Secundaria","México",14,"Adolescencia","Soltera","Medio",2021,0
"14-076299-0",NA,"Hombre","Soltera","Preparatoria","Portal",77,"Adultez Mayor","Soltera","Medio",NA,0
"14-076311-0",NA,"Hombre","Casada","Preparatoria","Veracruz de Ignacio de la Llave",30,"Juventud","Relacion","Medio",NA,0
"14-076313-0",NA,"Mujer","Concubina","Secundaria","Portal",25,"Juventud","Relacion","Medio",NA,0
"14-076316-0","2023-07-22","Hombre","Casada","Secundaria","Michoacán de Ocampo",30,"Juventud","Relacion","Medio",2023,0
"14-076341-0","2023-06-28","Hombre","Casada","Preparatoria","Guerrero",33,"Adultez","Relacion","Medio",2023,0
"14-076343-0","2023-02-14","Hombre","Soltera","Secundaria","Puebla",33,"Adultez","Soltera","Medio",2023,0
"14-076345-0",NA,"Hombre","Soltera","Sin escolaridad","Portal",35,"Adultez","Soltera","Desconocido",NA,0
"14-076347-0","2021-09-11","Hombre","Soltera","Primaria","San Luis Potosí",30,"Juventud","Soltera","Basico",2021,0
"14-076355-0","2023-06-15","Mujer","Soltera","Primaria","Ciudad de México",13,"Adolescencia","Soltera","Basico",2023,0
"14-076369-0","2020-08-28","Hombre","Soltera","Primaria","Ciudad de México",75,"Adultez Mayor","Soltera","Basico",2020,0
"14-076384-0","2023-07-24","Hombre","Soltera","Secundaria","Nayarit",29,"Juventud","Soltera","Medio",2023,0
"14-076389-0","2023-08-03","Hombre","Casada","Secundaria","Sinaloa",55,"Adultez","Relacion","Medio",2023,0
"14-076396-0","2022-11-03","Hombre","Soltera","Secundaria","Puebla",25,"Juventud","Soltera","Medio",2022,0
"14-076402-1",NA,"Hombre","Soltera","Primaria","Nacional",11,"Niñez","Soltera","Basico",NA,0
"14-076409-0","2023-06-08","Hombre","Casada","Primaria","Sinaloa",55,"Adultez","Relacion","Basico",2023,0
"14-076411-0",NA,"Mujer","Casada","Licenciatura","Portal",46,"Adultez","Relacion","Superior",NA,0
"14-076421-0","2021-07-27","Mujer","Soltera","Secundaria","México",44,"Adultez","Soltera","Medio",2021,0
"14-076436-0","2022-12-02","Hombre","Soltera","Secundaria","Michoacán de Ocampo",15,"Adolescencia","Soltera","Medio",2022,0
"14-076440-0","2023-05-31","Hombre","Soltera","Primaria","Michoacán de Ocampo",46,"Adultez","Soltera","Basico",2023,0
"14-076449-0","2019-11-12","Mujer","Casada","Secundaria","Ciudad de México",34,"Adultez","Relacion","Medio",2019,0
